x,lap,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149,c150,c151,c152,c153,c154,c155,c156,c157,c158,c159,c160
31.1253761424802,1,0,0,0,0,0,0,0,0,0,0,0,2.24420134200323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976805368012933,0,0,0,0,0,0,0,0,0,0,1.91421726288778,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,1.3844727636651,0.353178711102519,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0.402619946894247,0,0,0,0.108977369099286,0,0,0,0,0,0,0,0,0,0,0,0.919264711645696,0,0,0,0,0,0,0,1.49345013276438,0,0.217954738198572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805239893788495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.2305696726372,1,0,0,0,0,0,0,0,0,0,0,0,3.3481312623446,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61047978757699,0,0,0,0,0,0,0,0,0,0,2.03129405256258,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,1.86477602709605,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0.108977369099286,0.244201342003233,0,0,0.244201342003233,0,0.0544886845496429,0,0.54289136855611,0,0,0,0,0,0,0,0,0,0,0,1.00504744875791,0,0.0544886845496429,0,0,0,0,0,2.15841860489101,0.272443422748215,0.976805368012933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488402684006467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.6402580218143,1,0,0,0,0,0,0,0,0,0,0,0,3.89102263090071,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976805368012933,0,0,0,0,0,0,0,0,0,0,2.32188465853994,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,2.42886655069891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488402684006467,0.402619946894247,0,0,0.0544886845496429,0,0.244201342003233,0,1.04944123579173,0,0,0,0,0,0,0,0,0,0,0,2.21795473819857,0,0.244201342003233,0,0,0,0,0,2.70130997344712,1.22100671001617,1.61047978757699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108977369099286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.6746958180016,1,0,0,0,0,0,0,0,0,0,0,0,3.78204526180143,0,0,0,0,0,0.402619946894247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217954738198572,0,0,0,0,0,0,0,0,0,0,2.56913797236077,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,2.43086202763923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805239893788495,0.244201342003233,0,0,0,0,0.402619946894247,0,0.891022630900714,0,0,0,0,0,0,0,0,0,0,0,4.02624660380466,0,0.402619946894247,0,0,0,0,0,2.97680536801293,2.01309973447124,0.976805368012933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.4955992360437,1,0,0,0,0,0,0,0,0,0,0,0,2.85972857833814,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37132589433167,0,0,0,0,0,0,0,0.402619946894247,0,0,0,0,0,2.65996815823091,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0.488402684006467,0.0544886845496429,0,0,0,0,0.244201342003233,0,0.353178711102519,0,0,0,0,0,0,0,0,0,0,0,4.93541641793453,0,0.244201342003233,0,0,0,0,0,3.12712455232844,1.22100671001617,0.217954738198572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108977369099286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.9151959292659,1,0,0,0,0,0,0,0,0,0,0,0,1.54793881731402,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62867410566833,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,3.38947307756082,0,0.298690026552876,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0.108977369099286,0,0,0,0.0544886845496429,0,0.0544886845496429,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,3.89102263090071,0,0.0544886845496429,0,0,0,0,0.0544886845496429,2.76389807857228,0.272443422748215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488402684006467,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0
27.1800056273892,1,0,0,0,0,0,0,0,0.108977369099286,0,0,0,1.27244342274821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37637334308959,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,2.84463336692658,0,0.701309973447124,0,0,0,0,0,0,0,0,0,0,0,0.402619946894247,0,0,0,0,0,0,0,0,0,0,0,0,0.353178711102519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30373747531079,0,0,0,0,0,0,0.244201342003233,2.58928063253024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859728578338138,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0
24.0016210704335,1,0,0,0,0,0,0,0,0.651868737655396,0,0,0,1.89102263090071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43391399945682,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05143671273205,0,0.891022630900714,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0.891022630900714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72955205419211,0,0,0,0,0,0,0.402619946894247,2.62867410566833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7326040260097,0,0,0,0,0,0,0,0,0,0,0.402619946894247,0,0,0,0
18.8873830798804,1,0,0,0,0,0,0,0,1.5378439197982,0,0,0,2.29364257779496,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56608600054318,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98185281677085,0,0.701309973447124,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,1.15841860489101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24924879076115,0,0,0,0,0,0,0.244201342003233,3.10392992034137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511597315993533,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0
16.3296718652889,1,0,0,0,0,0,0,0,1.69626252468921,0.0544886845496429,0.0544886845496429,0,2,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67811534146006,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8052398937885,0,0.298690026552876,0,0,0,0,0,0,0,0,0.298690026552876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03129405256258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75579865799677,0,0,0,0,0,0,0.0544886845496429,2.8859751821428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108977369099286,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0
